id	created_at	text	is_retweet	retweet_created_at	retweet_count	user_id	user_name	user_screen_name	user_created_at	user_followers_count	user_statuses_count	user_location	user_desc
1056981912953217024	Mon Oct 29 18:51:40 +0000 2018	RT @aravosis: Sarah Huckabee Sanders just said that CNN is one of the outlets that Trump called “the enemy of the American people” this mor…	1	Mon Oct 29 18:44:24 +0000 2018	254	75155058	Zkids 🦋🌊🇺🇸🗽😻🐶🐾🐾	Kidskatsandogs	Fri Sep 18 00:20:07 +0000 2009	2466	103942	United States	loves kids, cats and dogs and especially g-kids! retired teacher of students w/special needs, March on DC activist.#TrumpRussia#resist #FBR#BlueWave	
1056981912852541440	Mon Oct 29 18:51:40 +0000 2018	RT @harleivy: PLEASE talk about what's going on in brazil. gay ppl are already dying at the hands of bigots enabled by bolsonaro.trump th…	1	Sun Oct 28 23:05:37 +0000 2018	10067	2702119311	ImNotHereNow	DatRyanTho	Sat Jul 12 06:50:02 +0000 2014	108	16444	No where...	I am the most professional noob you'll ever find. Guaranteed.	
1056981912647098368	Mon Oct 29 18:51:40 +0000 2018	@jilevin That’s trump in a nutshell; emphasis on the nut.	0		0	881925222747844612	Bevleslie	Bevleslie1	Mon Jul 03 17:18:53 +0000 2017	1867	23267	Maryland, USA	working mother of three; college administrator, tired of bullshit	
1056981912584179713	Mon Oct 29 18:51:40 +0000 2018	RT @TaxReformExpert: President Trump is back to 50% approval with a week to go before the midterms.  42% happy with the direction of the co…	1	Mon Oct 29 18:00:18 +0000 2018	1568	408023195	Alicia 👻🎃👻	alicia45KAG	Tue Nov 08 21:39:42 +0000 2011	49313	263980		Love my family and having peace in my life. Faith is an action and not just a word! 💯 % Trump Supporter God Bless Our Military Back The Blue VoteRed #MAGA #KAG	
1056981912575770630	Mon Oct 29 18:51:40 +0000 2018	RT @VickerySec: As cited by the Snopes article, Brad Parscale (Trump digital campaign manager) admitted to Bloomberg, in Oct. 2016, that “W…	1	Fri Jun 15 18:49:29 +0000 2018	973	856131595518005253	Peggy in PA	StunnedVoter	Sun Apr 23 13:04:13 +0000 2017	940	179390	Pennsylvania, USA	Retired teacher who cannot wrap my brain around the fact that Trump is in the White House. Hopefully....not for long! I follow John Schindler,Louise and Claude.	
1056981912533852162	Mon Oct 29 18:51:40 +0000 2018	@RVAwonk Says the person who pointed fingers at Trump before final body count in Pittsburgh.  Way to use victims an… https://t.co/lsk2aOKRBT	0		0	882731813290086400	BRIAN	Bmacdaddy33	Wed Jul 05 22:43:59 +0000 2017	181	12149		Conservative, constitutionalist, capitalist, catholic.  Pro Trump, pro animal rights.	
1056981912500166661	Mon Oct 29 18:51:40 +0000 2018	@Geomonie @NatalieTweetsRE @realDonaldTrump THIS is the epitome of Trump’s crazy, hateful, willfully ignorant cult… https://t.co/4GlKwCO75Q	0		0	4537026207	Paul  Quinn	PQuinn2007	Sat Dec 19 16:20:07 +0000 2015	534	18504	Lanai City, HI	Proud military spouse of a brave & dedicated U.S. ARNG SGT. 🇺🇸Gold Star ⭐️ Husband 🇺🇸	
1056981912177262592	Mon Oct 29 18:51:40 +0000 2018	I think the president has had a number of moments of bringing the country together, @PressSec says, adding that T… https://t.co/iTApRdJLar	0		4	15765991	Anne Rumsey Gearan	agearan	Thu Aug 07 17:11:04 +0000 2008	29568	10507	Washington DC	Correspondent at The Washington Post. Foreign policy and politics here, mostly. Sometimes pandas.	
1056981912126976001	Mon Oct 29 18:51:40 +0000 2018	RT @FiveRights: Pres Obama,Next time you speak in public please explain this:For 5 yrs you told us ISIS could not be stopped, couldn't ev…	1	Mon Oct 29 17:05:54 +0000 2018	5215	335393795	Michael	mikecokere	Thu Jul 14 16:29:24 +0000 2011	3270	78300		Creative Content Producer, Critical Thinker, #MAGA #HolySnowFlakes 😂😂😂	
1056981911782940673	Mon Oct 29 18:51:40 +0000 2018	RT @EricaJong: TRUMP WANTS VIOLENCE:Trump warns of violence if GOP loses midterms @CNNPolitics https://t.co/6iTEuzN9J7	1	Sun Oct 28 14:14:54 +0000 2018	16	814674994378592256	Laurie Wandell	JustLaurie40	Fri Dec 30 03:30:29 +0000 2016	6371	29748		Flower power creator, driftwood aficionado, Twitter newbie because #resistallthingsTrump	
1056981911711694849	Mon Oct 29 18:51:40 +0000 2018	RT @davereaboi: I guess I shouldn't be surprised by the bottom feeders in the media. They spent 2 years pushing the line that Trump was a t…	1	Mon Oct 29 15:41:11 +0000 2018	122	898758498737160192	michael storz	smarttakeguru	Sat Aug 19 04:08:19 +0000 2017	138	23503		life is too short to be living somebody else's dream.   actions trump words. i don't start it, just finish it.	
1056981911665549314	Mon Oct 29 18:51:40 +0000 2018	RT @ScottPresler: At the #WalkAway March, I told the story about how a hateful woman tried to divide 2 Trump supporters at Starbucks. Wha…	1	Mon Oct 29 17:15:05 +0000 2018	2210	999438668992532486	Obamagate	Obamagate2	Wed May 23 23:55:22 +0000 2018	447	4915			
1056981911661359104	Mon Oct 29 18:51:40 +0000 2018	RT @SteveSchmidtSES: “I can’t sit by and watch my people get slaughgered...screw the optics, I’m going in”.  In he went, to kill the Jews.…	1	Mon Oct 29 17:35:57 +0000 2018	7786	59126967	Amy louise	amylcal	Wed Jul 22 13:38:15 +0000 2009	48	3211	Grand Rapids, MI	White middle-class, college-educated proud Liberal hoping to make Michigan blue again in ‘18. Employed full time, married, mom to two grown children.	
1056981911611080704	Mon Oct 29 18:51:40 +0000 2018	I’m at a loss for words that my country really elected someone that TRUMP supports https://t.co/yhPiCUM9aN	0		0	577416070	gia	modernnostaIgia	Fri May 11 19:53:03 +0000 2012	2267	33805	  nyu ‘22	live and let live, always with love | cap ☼ ･ virgo ☽ ･ aqua ↥	
1056981911481040898	Mon Oct 29 18:51:40 +0000 2018	RT @BlackSocialists: The election of Bolsonaro in Brazil will have more of a negative impact on the people of Brazil (and Venezuela) than t…	1	Mon Oct 29 12:47:49 +0000 2018	401	2676758704	Che57	meijlof	Sat Jul 05 19:41:44 +0000 2014	79	1964			
1056981911447445504	Mon Oct 29 18:51:40 +0000 2018	RT @SteveSchmidtSES: Trump has called the FREE PRESS “enemies of the people” AFTER the attempted BOMBING of CNN.  He is literally daring so…	1	Mon Oct 29 17:42:21 +0000 2018	14207	862031502	Kathy	MsCappy1015	Thu Oct 04 21:04:27 +0000 2012	1834	41892	Pennsylvania, USA	Wife, Mother, Nana. Fraud Prevention Manager. And apparently I swear on Twitter. A LOT. 🌊 2018. F.B.R. ✊🏼 #FlyEaglesFly	
1056981911430750215	Mon Oct 29 18:51:40 +0000 2018	RT @1776Stonewall: @JackPosobiec And yet Trump's approval rating is at 50% today, up four points from last week. That would suggest to me t…	1	Mon Oct 29 15:20:18 +0000 2018	145	705552616315494400	Len ⭐ ⭐ ⭐	Len21878832	Fri Mar 04 00:37:07 +0000 2016	9383	256586	Texas, USA	Christian First: Love President Trump MAGA: Hubby, I &13 family members went to inauguration: Love &Support Military &Police Officers: Respect Nat'l Anthem: 2A	
1056981911422218240	Mon Oct 29 18:51:40 +0000 2018	RT @HouseCracka: Tree of Life Rabbi to CNN: Trump 'Always Welcome' at Our Synagogue, 'He Is My President' https://t.co/R857divQ5y https://t…	1	Mon Oct 29 18:46:56 +0000 2018	3	3244789970	#SuperElite JR	jrg0569	Sun Jun 14 04:10:21 +0000 2015	1133	29787	Pangea	#NRA, Marine veteran, Outdoorsman, #MAGA #ShadowBanned #BLEXIT	
1056981911397195778	Mon Oct 29 18:51:40 +0000 2018	@cayman2016 @parscale Trump is rounding up pedos and sex offenders and getting that filth out of our communities. T… https://t.co/rFVfOQXMtZ	0		0	872654818191519744	MAGAMaryland	MAGAMaryland	Thu Jun 08 03:21:36 +0000 2017	1594	11312	MAGA Maryland	Pro-Life is Pro Woman🎚Catholic Convert🎚 Blocked by @jamesmartinsj🤷🏻‍♀️ 🇺🇸Where We Go One, We Go All.🇺🇸	
1056981911258779649	Mon Oct 29 18:51:40 +0000 2018	RT @leahmcelrath: Aided by Ivana Trump’s father, Czech spies - who also had links with the Soviet KGB - gathered info on Trump and others…	1	Mon Oct 29 17:05:31 +0000 2018	623	911069986679951360	Delf	Delf_in24	Fri Sep 22 03:29:46 +0000 2017	395	44637			
1056981911208386560	Mon Oct 29 18:51:40 +0000 2018	RT @AaronBlake: Traced the path of Soros/caravan conspiracy.It started on InfoWars, etc., during the last caravan in April, didn't catch…	1	Mon Oct 29 17:21:41 +0000 2018	2394	14801114	Dutch	klmdutch	Fri May 16 16:59:20 +0000 2008	89	7875	Wherever you are there you are	Teacher. Artist. Reader. Thinker. Gardener. Polymath. On Twitter: NatSec | ME | FP | Pragmatic Politics | Occasional Transcendental Ontology	
1056981911166480391	Mon Oct 29 18:51:40 +0000 2018	@ABC When will Trump specifically denounce White Supremacy and White Nationalist groups ?	0		2	890354526	rmc	Thelast_try	Fri Oct 19 05:34:56 +0000 2012	2405	100447		Former independent, pushed firmly into Liberal Camp after 2016 election. Narcissistic Trump as President ? How did we get to this place in our country?	
1056981911157989376	Mon Oct 29 18:51:40 +0000 2018	RT @adriandt31: CNN Asks Tree of Life Rabbiif Trump is Welcome at Their Synagogue His Answer Likely Disappointed Them“The President is a…	1	Mon Oct 29 18:38:39 +0000 2018	744	33874402	Diane Abrao Palmer	Ninakae	Tue Apr 21 11:15:26 +0000 2009	393	43216	Riddle,Oregon	Happy in general, don't dwell on the negetive. Life is short so Praise God everyday for the gift of a new day. Love your family,fur kids,friends always ;) #MAGA	
1056981911153795077	Mon Oct 29 18:51:40 +0000 2018	RT @donaldmackenz30: Trump : Nobody's ever done a better job than I'm doing as PresidentA group of political scientists rated past Pres…	1	Sun Oct 28 11:25:42 +0000 2018	15768	982707984785485824	S. Jeffrey	Direwestie	Sat Apr 07 19:53:36 +0000 2018	104	14969			
1056981911069954048	Mon Oct 29 18:51:40 +0000 2018	@brianstelter Trump has declared the media as the enemy of the people. Trump is the least American POTUS ever.	0		0	869568203546144768	🇺🇸🇵🇷🌊 Name is Bishop	BishesBrew	Tue May 30 14:56:30 +0000 2017	564	18941	Virginia, USA	My name is Bishop. Profile pic is Miles Davis. 🎺🎼🕶️ American politics needs balance, not extremists. Peace be with you.⛪️ #Resist	
1056981911028097025	Mon Oct 29 18:51:40 +0000 2018	RT @SteveSchmidtSES: Trump has called the FREE PRESS “enemies of the people” AFTER the attempted BOMBING of CNN.  He is literally daring so…	1	Mon Oct 29 17:42:21 +0000 2018	14207	1400373403	IfOnlyThisWas1491	FrogTasteShitty	Fri May 03 18:09:26 +0000 2013	115	8550	Earth	It's hard to reconcile with people who refuse to acknowledge the past and current injustices towards the Cree!	
1056981910935818240	Mon Oct 29 18:51:39 +0000 2018	RT @Steeler_girl58: Pittsburgh’s Jewish Leaders Say Trump Is Not Welcome in Their City https://t.co/RXiIVbLF6z	1	Mon Oct 29 18:49:47 +0000 2018	1	53388948	CSev32	ctslax	Fri Jul 03 13:49:12 +0000 2009	130	6944	little washington	Freelance videographer wj football. Upton Sinclair “It’s hard to get a man to understand something when his salary depends on him not understanding it”	
1056981910700810240	Mon Oct 29 18:51:39 +0000 2018	RT @anarezende1919: Today Brazil elected a far right president with extreme fringe views. Many people are tempted to dub him the “Brazilian…	1	Sun Oct 28 22:28:40 +0000 2018	6791	2850415069	zaddy zayn	zaynzupcake_	Fri Oct 10 13:37:12 +0000 2014	503	5182	narak	🏳️‍🌈🌈love won	
1056981910541479936	Mon Oct 29 18:51:39 +0000 2018	RT @EdKrassen: BOOM!Lawsuit Alleges Trump Made Millions Lending His Name To Shady Businesses https://t.co/UoXX1RzdJF	1	Mon Oct 29 18:37:47 +0000 2018	501	21460496	Mark	NJdoc	Sat Feb 21 03:30:00 +0000 2009	20847	317043	New York City	Lover of life, invests, advises, blogs. Embraces Medicine, Tech, Sports. Went 2 Med Sch, got PhD. Nominal academician, innovator, entrepreneur, Humanist, BS'er	
1056981910461779968	Mon Oct 29 18:51:39 +0000 2018	RT @peterdaou: I continue to find @Acosta to be one of the best mainstream journalists during the Trump/GOP era. Others include @KarenAttia…	1	Mon Oct 29 18:47:39 +0000 2018	371	2212834921	Jeff Scott	jtscottdfw	Sun Nov 24 17:40:07 +0000 2013	215	3506	Denton, TX		
1056981910398865409	Mon Oct 29 18:51:39 +0000 2018	RT @BloombergAsia: Trump may answer Mueller questions after next week's elections, Giuliani says https://t.co/mlRpDKl5QN	1	Mon Oct 29 18:23:40 +0000 2018	11	959457407201026049	کردار عرب	kirdarearab	Fri Feb 02 16:04:06 +0000 2018	58	13637	United Arab Emirates	پروفیسر الطاف حسین گیلانی کی زیر طباعت کتاب جس میں جزیرہ نمائے عرب کی تاریخ کے تمام پہلوؤں کو اجاگر کیا گیا ھے۔	
1056981910025494528	Mon Oct 29 18:51:39 +0000 2018	Donald Trump Warns Caravan Migrants: ‘Our Military Is Waiting for You’ https://t.co/BtdQ2JuPYV via @BreitbartNews	0		0	3302766727	WETHEPEOPLE-USA	UsaggUsa	Fri Jul 31 19:44:52 +0000 2015	657	42637	San Diego, CA	CONSERVATIVE- CHRISTIAN- SUPPORT THE CONSTITUTION-SUPPORT MILITARY&STRONG AMERICA-SUPPORT ISRAEL- 2ND AMMENDMENT- BUILD THE WALL-SUPPORT TRUMP &LOVE AMERICA	
1056981909958348800	Mon Oct 29 18:51:39 +0000 2018	We've been calling MSM foul for years.I reported the journalistic malpractice on a regular basis.The fact that th… https://t.co/WmMPWmoAlC	0		1	3320545346	mojave rattler #Nationalist🇺🇸	PennyHicks13	Wed Aug 19 19:44:13 +0000 2015	22069	251407	Nevada, USA	#MAGA #BuildTheWall Now is the time! All eligible register to VOTE. Our nation, Constitution, Liberty depends on you! #KAG 2018 Support #2A or we die🇺🇸	
1056981909933252608	Mon Oct 29 18:51:39 +0000 2018	I have never seen such blind hatred as the comments on President Trump's Twitter account.  A significant part of th… https://t.co/GSfZi7LYBW	0		0	355395464	Dave Bass	DaveBass4	Mon Aug 15 08:44:07 +0000 2011	212	4160	Los Angeles	Critical Thinking is critical - seen any lately??  Individualism = Freedom.  Artificial Intelligence = End Game.  Think. Pray, Act!	
1056981909920800769	Mon Oct 29 18:51:39 +0000 2018	RT @Douglasreber: Donald Trump is now killing Americans. It's official.He uses every opportunity to radicalize his base.He's no less da…	1	Sun Oct 28 23:00:01 +0000 2018	23	16314451	B.	CrushStevens	Tue Sep 16 18:17:56 +0000 2008	898	17304	your backyard 😁	A bath loving Influenster gal, who loves spooky things, football and resisting the cult of trumpkinheads. #BuckeyeNation #SteelerNation #Resist #🌊🌊🌊	
1056981909853667328	Mon Oct 29 18:51:39 +0000 2018	RT @leahmcelrath: Aided by Ivana Trump’s father, Czech spies - who also had links with the Soviet KGB - gathered info on Trump and others…	1	Mon Oct 29 17:05:31 +0000 2018	623	437656569	CP	big_perez	Thu Dec 15 17:44:31 +0000 2011	411	68013			
1056981909711060993	Mon Oct 29 18:51:39 +0000 2018	@billydeen643 @DailyCaller All of these October Surprise attacks on President Trump will backfire on demoncrats.… https://t.co/j7jwpNdats	0		0	20850076	David ❌ American Nationalist	DancrDave	Sat Feb 14 14:42:30 +0000 2009	23962	165856	United States	I love ballroom dancing. Good exercise, great way to meet people & have fun. Proud of America. Grandfather of 2. #T1Diabetic	
1056981909706747905	Mon Oct 29 18:51:39 +0000 2018	RT @EricBoehlert: Trump WH. press. briefings. are. useless. stop. showing. up.	1	Mon Oct 29 18:39:09 +0000 2018	177	97960037	David Moser	dgmosr	Sat Dec 19 18:59:52 +0000 2009	151	42723			
1056981909669068800	Mon Oct 29 18:51:39 +0000 2018	RT @ddale8: Asked about Trump's disparaging language about people, like Crooked Hillary, Sanders describes this as drawing contrasts, a…	1	Mon Oct 29 18:41:07 +0000 2018	82	850397032514805760	Angrytwinsmom	angrytwinsmom	Fri Apr 07 17:17:06 +0000 2017	3701	81120		I'm angry FOR my twins, not at them! #FBR #ImpeachTrump #Resist Artist/activist, Go Big Red! RT just a RT. Old enuf 2B ur mom but never too old for funny memes	
1056981909643902977	Mon Oct 29 18:51:39 +0000 2018	RT @CillizzaCNN: Sarah Sanders just said that Trump got elected by an overwhelming majority of 63 million Americans. Hillary Clinton got…	1	Mon Oct 29 18:51:13 +0000 2018	491	3199431611	Illustrious JackAss 🐴🇺🇸🍺	illustriousJASS	Thu Apr 23 23:11:42 +0000 2015	109	1263	👀 4  common sense	commenting on insanity in 280 characters~i'm a jackass that's like,really smart,not a democrat donkey~ #ImpeachTrump~Extremism is evil	
1056981909509730305	Mon Oct 29 18:51:39 +0000 2018	Trump to Visit Pittsburgh After Shooting at Synagogue by JULIE HIRSCHFELD DAVIS via NYT The New York Times https://t.co/0nLa5ML1b0	0		0	2888961553	We Just Say It	WeJustSayIt	Mon Nov 03 20:34:27 +0000 2014	499	17646	USA	The Place Where Smart Folk Congregate. Check out our company Home Page.	
1056981909492781056	Mon Oct 29 18:51:39 +0000 2018	@STEPHMHAMILL @AprilDRyan These Tweets Are a Menace to Society.....Trump's Tweets are always angry. blaming and d… https://t.co/kjQ4fzOjdv	0		0	1967616469	robert howard johnso	rob3rtjohnson60	Thu Oct 17 21:00:57 +0000 2013	44	1332	Salt Spring Island, Canada	Psychology Instructor, Musician and Professional Reprobate	
1056981909379649536	Mon Oct 29 18:51:39 +0000 2018	RT @pahubb43: When Dylan Roof, gunned down the black Charlotte church members. No one blamed President Obama....Now, a gunman gunned down…	1	Mon Oct 29 16:19:13 +0000 2018	2621	3020833701	Chris Kolasinski	ChrisKolasinski	Fri Feb 06 01:54:57 +0000 2015	243	31526			
1056981909232893952	Mon Oct 29 18:51:39 +0000 2018	RT @TheOnion: Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting https://t.co/goYUvqFFD3 https://t.co…	1	Mon Oct 29 18:50:05 +0000 2018	701	126204765	ٱلنٌےـٱقَےـل¿	jamaan78	Thu Mar 25 03:59:19 +0000 2010	7509	75528		#الاتحاد ⚽ #Juventus	
1056981909140660224	Mon Oct 29 18:51:39 +0000 2018	RT @FiveRights: Pres Obama,Next time you speak in public please explain this:For 5 yrs you told us ISIS could not be stopped, couldn't ev…	1	Mon Oct 29 17:05:54 +0000 2018	5215	1719118620	Jim	Ringo1256	Sun Sep 01 14:07:11 +0000 2013	1797	50193	Buffalo, NY	Bills, Sabres and Red Sox fan. We'll get em next year. If you don't like Trump you don't like me. Leave the gun, take the cannoli.	
1056981909065076741	Mon Oct 29 18:51:39 +0000 2018	So lets put all these leaders...like Trump...Blair..Netanyahu..Bush..Pam Gellar...Aylet Shaked etc...Msm Anchors li… https://t.co/1hme3jNMWX	0		0	1025119672952340480	Quadriminhaj	Quadriminhaj1	Thu Aug 02 20:42:30 +0000 2018	53	1964	Chicago, IL		
1056981908989636608	Mon Oct 29 18:51:39 +0000 2018	@charliekirk11 Our taxes are given by the millions to fix these countries.Where does the money go?Trump is gettin… https://t.co/eemH87NWqg	0		0	117439270	Ruth Hensel	wingfoot44	Thu Feb 25 15:30:12 +0000 2010	849	10201	KilKare Speedway		
1056981908909948928	Mon Oct 29 18:51:39 +0000 2018	RT @MalcolmNance: Enemies of the Constitution care not for protecting the citizens of this great nation. They care not for our Rights. They…	1	Mon Oct 29 14:22:56 +0000 2018	1990	22876661	Jim Marko	CapnMarko	Thu Mar 05 03:57:25 +0000 2009	1109	81568		usually very tired | Tweets are my own | Quos Deus vult perdere prius dementat | Form Submission 1649	
1056981908872093697	Mon Oct 29 18:51:39 +0000 2018	RT @ABCWorldNews: NEW: Press Sec. Sanders denies to @jonkarl that Pres. Trump is placing blame in his renewed attacks on the media. The…	1	Mon Oct 29 18:49:31 +0000 2018	51	104310447	⚡️astrid3121⚡️	astrid3121	Tue Jan 12 23:44:10 +0000 2010	928	70223	San Francisco, CA!!!	🇺🇸 #CountryOverParty 🗽#Progressive #Veterans #Millennials #Women #VOTE #TaxMarch #TaxThe1Percent #RESIST #NoDAPL #VoteThemOUT2018 #MedicareForALL #LegalizeIt 🇺🇸	
1056981908817567744	Mon Oct 29 18:51:39 +0000 2018	RT @Kokomothegreat: Q: Will Trump tone down the Lock Her Up chants?SHS: He is going to continue doing what he's doing. These ppl attacke…	1	Mon Oct 29 18:41:46 +0000 2018	65	4810853893	Amanda Smith	AmandaS15866691	Mon Jan 25 05:14:21 +0000 2016	4782	136863	New Mexico, USA	#RESISTANCE	
1056981908695863296	Mon Oct 29 18:51:39 +0000 2018	RT @joesegal: Years of Donald Trump spreading racist conspiracies from Birtherism to blaming Sorros for funding an invasion of Muslim terro…	1	Mon Oct 29 18:42:49 +0000 2018	2	267736380	Jon Muench	Hanswolff1	Thu Mar 17 13:03:53 +0000 2011	1865	44213	Idaho	Former pilot, Vietnam veteran, Peace Corps volunteer in Ukraine, actor, playwright, director, lover of nature, empath FBR Resist! Siraurthur@gmail.com	
1056981908620488704	Mon Oct 29 18:51:39 +0000 2018	RT @FiveRights: Pres Obama,Next time you speak in public please explain this:For 5 yrs you told us ISIS could not be stopped, couldn't ev…	1	Mon Oct 29 17:05:54 +0000 2018	5215	947827600302407681	Don Mccoin	MccoinDon	Mon Jan 01 13:51:24 +0000 2018	894	10926	Republic of Texas	Male	
1056981908536655874	Mon Oct 29 18:51:39 +0000 2018	RT @TheGreatIsNate: Black Trump Supporters singing “Alright” by Kendrick Lamar is one of the most oxymoronic things I’ve ever seen.Did th…	1	Sun Oct 28 14:54:53 +0000 2018	31581	1038138586707750912	Leandro	Ieandrii	Fri Sep 07 18:55:01 +0000 2018	100	1269	Rio de Janeiro, Brasil	rap sommelier #EleNão	
1056981908452720640	Mon Oct 29 18:51:39 +0000 2018	Trump Supporter Dresses Up a Nazi with Little Son as Hitler - https://t.co/PwGkxBK3a6	0		0	33108674	Sharon Buchbinder	sbuchbinder	Sun Apr 19 03:03:11 +0000 2009	7707	146427	Baltimore, MD	Smart, sassy, bold achiever; Healthcare Mgt & Higher Ed; Nonfiction & Fiction; Author Jinni Hunter & Hotel LaBelle Series	
1056981908217847808	Mon Oct 29 18:51:39 +0000 2018	RT @jdawsey1: The president isn't referencing all media, Sarah Sanders says, when Trump calls journalists enemy of the people. Trump ha…	1	Mon Oct 29 18:43:42 +0000 2018	111	23983382	Sandy Hanna 🌊🌊🌊	mollymoor	Thu Mar 12 17:01:46 +0000 2009	9188	116882	Austin-El Paso, TX	Retired AT&T & DNB..Cleveland born. Product of the 60’s..CWA Chief Steward..Breast Cancer Survivor. Proudly Blocked by Dana Loesch 👏🏼 NO DMs	
1056981908184358912	Mon Oct 29 18:51:39 +0000 2018	RT @JackPosobiec: Sarah Sanders announces Trump is heading to Pennsylvania tomorrow to pay respects to the Jewish community	1	Mon Oct 29 18:44:22 +0000 2018	201	750393812980293633	Connie Paden	ConniePaden	Tue Jul 05 18:20:01 +0000 2016	2847	9507	Alabama, USA	I am not politically correct. I am me. Happily married to my best friend. 🇺🇸#MAGA 🇺🇸#WINNING🇺🇸 #TRUMP🇺🇸#CONSERVATIVENo DMs please.	
1056981908146585600	Mon Oct 29 18:51:39 +0000 2018	RT @SepiasSecret: Good God. RT @SocialPowerOne1: Trump: We won’t have ‘peace and harmony’ until I get better press coverage https://t.co/Sf…	1	Mon Oct 29 17:39:54 +0000 2018	3	1403264108	victorhugo	QueenBertRoyal	Sat May 04 19:54:05 +0000 2013	1412	48189		Democrat  #ImWithHer   #Resistance #BlueWave  #resist #ImpeachTrump #StopKavanaugh	
1056981908075266051	Mon Oct 29 18:51:39 +0000 2018	RT @KTHopkins: #Bolsonaro elected in Brazil #Merkel out in Germany #Salvini surging in Italy#Orban defending Hungary#Trump to take 2020…	1	Mon Oct 29 12:44:49 +0000 2018	3478	1611465012	Mark band	BandMarkBandy	Sun Jul 21 22:36:25 +0000 2013	45	1483			
1056981907710271489	Mon Oct 29 18:51:39 +0000 2018	RT @leahmcelrath: Aided by Ivana Trump’s father, Czech spies - who also had links with the Soviet KGB - gathered info on Trump and others…	1	Mon Oct 29 17:05:31 +0000 2018	623	14610604	Sarah O'Connell	eatmoreart	Thu May 01 05:00:15 +0000 2008	871	53674	Las Vegas	Woman Mother Wife. Director Producer Professor. Citizen Artist Entrepreneur.You are what you eat. I eat theatre. #NEWPLAY #EATMOREART #VEGAS	
1056981907664187392	Mon Oct 29 18:51:39 +0000 2018	RT @Amy_Siskind: The migrant “caravan” dwindling from 7,200 to 3,000 last week, and is more than 1,000 miles away - may not ever get to the…	1	Mon Oct 29 17:46:01 +0000 2018	3067	226551339	daffy	lolshannon71	Tue Dec 14 13:13:36 +0000 2010	415	12324		Democrat, INTP,Resist! 🗽🇺🇸😻Human Rights for All VoteBlue2018,Medicare4All, Helluva Gal!	
1056981907391631360	Mon Oct 29 18:51:39 +0000 2018	@PressSec is now saying Trump won with an overwhelming majority ...can they get over it?!?! She turned hostile at a… https://t.co/6R54A5JJ0I	0		0	25936381	Felicia	mzflea	Mon Mar 23 02:35:01 +0000 2009	689	37123		jewelry designer, lover of animals, piñata head, and queen of all things quirky. Well behaved women rarely make history.	
1056981907098030081	Mon Oct 29 18:51:39 +0000 2018	RT @joshgreenman: Trump:-Media's words incite anger and outrage-My words couldn't possibly lead to a person hurting a fly	1	Mon Oct 29 18:51:21 +0000 2018	5	16661097	Nolan Hicks	ndhapple	Thu Oct 09 02:55:10 +0000 2008	4995	118514	Brooklyn, NY	City: NYCHA/agencies/politics for The New York Post. Tips? 212-930-8730; nhicks@nypost.com; DMs open; ping for Signal/WhatsApp. Of CA and TX and New York.	
1056981907009949696	Mon Oct 29 18:51:39 +0000 2018	@RampCapitalLLC $DIA. Trump only references the Dow, prob the only index he cares about.	0		0	1704356928	WS Lunch	banker88NY	Tue Aug 27 10:59:28 +0000 2013	69	2063	New York, NY	model guy @ big bank. rates & derivatives. Macro Econ enthusiast.	
1056981906963816449	Mon Oct 29 18:51:39 +0000 2018	RT @quantumanimist: @Ellahbie @Syme101Lee @TheGoodGodAbove Felt sick on Election Day 2016, too. We’re voting blue against Trump/GOP w/ whoe…	1	Mon Oct 29 18:47:15 +0000 2018	1	846228119946186752	Extrmus Lftst Botus	LeftyBotty	Mon Mar 27 05:11:20 +0000 2017	456	41150			
1056981906963738629	Mon Oct 29 18:51:39 +0000 2018	RT @SethAbramson: Now the Trumpists are passing around a photo of an Auschwitz guard and saying it's George Soros. Hundreds (or more) have…	1	Sun Oct 28 21:45:20 +0000 2018	9726	733975538289782784	barbara mooney	bmooney12341	Sat May 21 10:59:39 +0000 2016	1137	70007	fremont ohio 	i am a stauch democrat love nature and politics. fight for justice and equality	
1056981906871541760	Mon Oct 29 18:51:39 +0000 2018	RT @Q_ANONBaby: Here is picture!I will try to answer many of the questions:I received the photo in the mail a few days earlier.   I was s…	1	Mon Oct 29 18:33:49 +0000 2018	405	1042599310666416128	Sarah	Sarah37346178	Thu Sep 20 02:20:21 +0000 2018	20	27			
1056981906674327554	Mon Oct 29 18:51:38 +0000 2018	@PressSec trump is the president. The buck stops with him. But you whiners will not take responsibility for the dam… https://t.co/2Sjv3Nr9D8	0		0	3732936802	Denise	Notloud76	Mon Sep 21 23:09:15 +0000 2015	1151	15283	Florida, USA	Mom, Grammy. I believe in equality, fairness. I don’t believe in superior race, gender or religion. I believe in the resistance.💙🌊	
1056981906619883521	Mon Oct 29 18:51:38 +0000 2018	RT @ananavarro: Twitter feed of man who sent explosives through mail was full of hateful attacks vs @AndrewGillum. Today, Trump deemed it t…	1	Mon Oct 29 18:42:01 +0000 2018	2525	1238863110	Judith Lee	leej18lee	Sun Mar 03 13:16:58 +0000 2013	73	9096		mother, pharmacy tech, dog lover, gardener	
